currentLevel,measuredDistance,referenceLevel,id,observationDateTime
1.28,14.62,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-10 22:30:00.0
1.28,14.62,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-10 22:15:00.0
1.33,14.57,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-10 22:00:00.0
1.25,14.65,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-10 22:45:00.0
1.24,14.66,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-10 23:30:00.0
1.21,14.69,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-10 23:45:00.0
1.24,14.66,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-10 23:15:00.0
1.37,14.53,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-10 21:45:00.0
1.26,14.64,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-10 23:00:00.0
1.11,14.79,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 03:30:00.0
1.11,14.79,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 03:15:00.0
1.11,14.79,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 04:00:00.0
1.14,14.76,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 02:30:00.0
1.13,14.77,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 02:45:00.0
1.14,14.76,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 04:15:00.0
1.11,14.79,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 03:00:00.0
1.15,14.75,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 02:15:00.0
1.1,14.8,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 03:45:00.0
1.16,14.74,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 08:00:00.0
1.13,14.77,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 06:45:00.0
1.18,14.72,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 08:15:00.0
1.17,14.73,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 07:15:00.0
1.15,14.75,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 07:30:00.0
1.12,14.78,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 07:00:00.0
1.19,14.71,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 08:30:00.0
1.15,14.75,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 07:45:00.0
1.17,14.73,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 08:45:00.0
1.16,14.74,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 13:15:00.0
1.1,14.8,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 13:00:00.0
1.13,14.77,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 12:45:00.0
1.16,14.74,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 11:30:00.0
1.17,14.73,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 12:00:00.0
1.15,14.75,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 12:30:00.0
1.15,14.75,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 12:15:00.0
1.18,14.72,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 11:15:00.0
1.16,14.74,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 11:45:00.0
1.1,14.8,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 17:15:00.0
1.09,14.81,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 17:00:00.0
1.1,14.8,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 16:15:00.0
1.09,14.81,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 16:45:00.0
1.13,14.77,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 16:30:00.0
1.11,14.79,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 16:00:00.0
1.08,14.82,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 17:45:00.0
1.09,14.81,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 17:30:00.0
1.07,14.83,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 15:45:00.0
1.01,14.89,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 22:15:00.0
1.02,14.88,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 22:00:00.0
1.05,14.85,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 20:15:00.0
1.02,14.88,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 21:45:00.0
1.04,14.86,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 21:30:00.0
1.04,14.86,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 20:30:00.0
1.04,14.86,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 21:00:00.0
1.04,14.86,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 20:45:00.0
1.05,14.85,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-11 21:15:00.0
1.01,14.89,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 01:15:00.0
1.0,14.9,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 02:15:00.0
1.0,14.9,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 02:15:00.0
1.01,14.89,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 01:15:00.0
1.02,14.88,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 02:30:00.0
0.95,14.95,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 03:00:00.0
1.04,14.86,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 01:00:00.0
1.01,14.89,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 01:30:00.0
1.01,14.89,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 02:00:00.0
1.01,14.89,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 07:15:00.0
0.98,14.92,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 05:15:00.0
0.98,14.92,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 06:30:00.0
0.98,14.92,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 06:45:00.0
0.96,14.94,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 06:15:00.0
1.01,14.89,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 07:15:00.0
0.99,14.91,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 05:30:00.0
1.0,14.9,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 06:00:00.0
0.96,14.94,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 06:15:00.0
1.08,14.82,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 11:30:00.0
1.12,14.78,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 10:30:00.0
1.1,14.8,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 10:15:00.0
1.11,14.79,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 11:15:00.0
1.1,14.8,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 10:15:00.0
1.1,14.8,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 12:00:00.0
1.1,14.8,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 11:00:00.0
1.11,14.79,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 11:15:00.0
1.07,14.83,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 10:00:00.0
1.03,14.87,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 15:15:00.0
1.08,14.82,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 14:30:00.0
1.03,14.87,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 15:15:00.0
1.08,14.82,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 14:15:00.0
1.05,14.85,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 15:30:00.0
1.04,14.86,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 15:00:00.0
1.04,14.86,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 16:15:00.0
1.04,14.86,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 16:00:00.0
1.04,14.86,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 16:15:00.0
1.01,14.89,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 20:45:00.0
1.02,14.88,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 20:00:00.0
0.99,14.91,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 19:00:00.0
0.97,14.93,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 19:15:00.0
1.01,14.89,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 21:00:00.0
1.01,14.89,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 19:45:00.0
1.01,14.89,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 20:15:00.0
1.01,14.89,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 20:30:00.0
1.03,14.87,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 19:30:00.0
1.03,14.87,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 23:15:00.0
1.07,14.83,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 00:15:00.0
1.02,14.88,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 00:00:00.0
1.03,14.87,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-12 23:15:00.0
1.09,14.81,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 00:45:00.0
1.11,14.79,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 01:15:00.0
1.11,14.79,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 00:30:00.0
1.08,14.82,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 01:00:00.0
1.11,14.79,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 01:30:00.0
1.06,14.84,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 05:45:00.0
1.08,14.82,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 04:30:00.0
0.91,14.99,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 05:00:00.0
1.07,14.83,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 05:30:00.0
1.1,14.8,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 04:45:00.0
1.08,14.82,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 04:00:00.0
1.08,14.82,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 04:15:00.0
1.09,14.81,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 06:00:00.0
1.05,14.85,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 05:15:00.0
1.13,14.77,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 10:00:00.0
1.13,14.77,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 09:45:00.0
1.07,14.83,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 08:30:00.0
1.12,14.78,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 10:30:00.0
1.12,14.78,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 09:30:00.0
1.11,14.79,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 08:45:00.0
1.13,14.77,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 10:00:00.0
1.1,14.8,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 09:00:00.0
1.08,14.82,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 09:15:00.0
1.11,14.79,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 13:45:00.0
1.09,14.81,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 14:15:00.0
0.95,14.95,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 14:30:00.0
1.02,14.88,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 15:00:00.0
1.11,14.79,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 14:00:00.0
0.95,14.95,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 14:45:00.0
1.14,14.76,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 13:30:00.0
1.13,14.77,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 13:15:00.0
1.11,14.79,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 13:00:00.0
1.1,14.8,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 18:45:00.0
1.1,14.8,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 19:30:00.0
1.09,14.81,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 17:45:00.0
1.11,14.79,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 18:30:00.0
1.08,14.82,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 18:15:00.0
1.09,14.81,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 19:00:00.0
1.11,14.79,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 19:15:00.0
1.15,14.75,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 17:30:00.0
1.14,14.76,15.9,iisc.ac.in/89a36273d77dac4cf38114fca1bbe64392547f86/rs.iudx.io/pune-env-flood/FWR055,2020-10-13 18:00:00.0
